state,statenm,year,strict,nstrict,employm,workers,pertot,nsdpmanr,nsdpman
1,Andhra Pradesh,1949,0,-1,NA,NA,NA,NA,NA
1,Andhra Pradesh,1950,0,-1,NA,NA,NA,NA,NA
1,Andhra Pradesh,1951,0,-1,NA,NA,NA,NA,NA
1,Andhra Pradesh,1952,0,-1,NA,NA,NA,NA,NA
1,Andhra Pradesh,1953,0,-1,NA,NA,NA,NA,NA
1,Andhra Pradesh,1954,0,-1,NA,NA,NA,NA,NA
1,Andhra Pradesh,1955,0,-1,NA,NA,NA,NA,NA
1,Andhra Pradesh,1956,0,-1,46.986000061035156,NA,NA,NA,NA
1,Andhra Pradesh,1957,0,-1,46.86199951171875,NA,NA,NA,NA
1,Andhra Pradesh,1958,0,-1,56.24800109863281,NA,NA,NA,NA
1,Andhra Pradesh,1959,0,-1,44.20000076293945,NA,NA,NA,NA
1,Andhra Pradesh,1960,0,-1,50,NA,NA,3186,7659
1,Andhra Pradesh,1961,0,-1,54,NA,NA,3657,8608
1,Andhra Pradesh,1962,0,-1,62,NA,NA,3697,9098
1,Andhra Pradesh,1963,0,-1,59,NA,NA,4674,10986
1,Andhra Pradesh,1964,0,-1,74,NA,NA,5501,12288
1,Andhra Pradesh,1965,0,-1,65,NA,NA,5925,13575
1,Andhra Pradesh,1966,0,-1,79,NA,NA,6531,14478
1,Andhra Pradesh,1967,0,-1,79,NA,NA,5781,14415
1,Andhra Pradesh,1968,-1,-2,89,NA,NA,7102,16871
1,Andhra Pradesh,1969,-1,-2,89,277.2030029296875,333.260986328125,9219,19607
1,Andhra Pradesh,1970,-1,-2,96,269.2099914550781,325.1080017089844,10382,22135
1,Andhra Pradesh,1971,-1,-2,110,284.9700012207031,339.86700439453125,11351,26736
1,Andhra Pradesh,1972,-1,-2,113,NA,NA,13272,28901
1,Andhra Pradesh,1973,-1,-2,184,324.0320129394531,389.7619934082031,17053,37867
1,Andhra Pradesh,1974,-1,-2,138,350.4209899902344,439.9429931640625,25221,48600
1,Andhra Pradesh,1975,-1,-2,132,374.0889892578125,466.06201171875,28015,49673
1,Andhra Pradesh,1976,-1,-2,154,460.9779968261719,561.65802001953125,30244,51048
1,Andhra Pradesh,1977,-1,-2,191,486.90301513671875,589.448974609375,33228,56671
1,Andhra Pradesh,1978,-1,-2,160,539.74298095703125,644.4949951171875,38589,66173
1,Andhra Pradesh,1979,-1,-2,195,569.7230224609375,701.75,45216,77817
1,Andhra Pradesh,1980,-1,-2,191,564.2440185546875,666.1500244140625,42861,82172
1,Andhra Pradesh,1981,-1,-2,188,619.28900146484375,728.73101806640625,56962,101023
1,Andhra Pradesh,1982,-2,-3,192,648.9840087890625,759.30401611328125,66870,111724
1,Andhra Pradesh,1983,-2,-3,207,638.59197998046875,729.68597412109375,72306,120997
1,Andhra Pradesh,1984,-2,-3,232,553.10699462890625,683.31097412109375,84955,136662
1,Andhra Pradesh,1985,-2,-3,279,547.73602294921875,660.48199462890625,99478,159642
1,Andhra Pradesh,1986,-2,-3,391,565,688,106267,169001
1,Andhra Pradesh,1987,3,-2,252,NA,NA,124345,192361
1,Andhra Pradesh,1988,3,-2,285,611,737,163381,247335
1,Andhra Pradesh,1989,3,-2,225,NA,NA,221513,323421
1,Andhra Pradesh,1990,3,-2,212,NA,NA,292510,430822
1,Andhra Pradesh,1991,3,-2,213,NA,NA,346854,518637
1,Andhra Pradesh,1992,3,-2,235,NA,NA,349573,517250
1,Andhra Pradesh,1993,3,-2,221,NA,NA,423601,659106
1,Andhra Pradesh,1994,3,-2,196,890,1071,524517,806981
1,Andhra Pradesh,1995,3,-2,233,1012,1206,605836,934975
1,Andhra Pradesh,1996,NA,-2,NA,NA,NA,670791,1052647
1,Andhra Pradesh,1997,NA,-2,NA,NA,NA,746605,1178053
2,Assam,1949,0,0,NA,NA,NA,NA,NA
2,Assam,1950,0,0,NA,NA,NA,NA,NA
2,Assam,1951,0,0,NA,NA,NA,NA,NA
2,Assam,1952,0,0,NA,NA,NA,NA,NA
2,Assam,1953,0,0,NA,NA,NA,NA,NA
2,Assam,1954,0,0,NA,NA,NA,NA,NA
2,Assam,1955,0,0,NA,NA,NA,NA,NA
2,Assam,1956,0,0,9.128000259399414,NA,NA,NA,NA
2,Assam,1957,0,0,8.946000099182129,NA,NA,NA,NA
2,Assam,1958,0,0,7.341000080108643,NA,NA,NA,NA
2,Assam,1959,0,0,8.62600040435791,NA,NA,NA,NA
2,Assam,1960,0,0,11,NA,NA,3100,5760
2,Assam,1961,0,0,12,NA,NA,NA,NA
2,Assam,1962,0,0,13,NA,NA,NA,NA
2,Assam,1963,0,0,12,NA,NA,NA,NA
2,Assam,1964,0,0,14,NA,NA,NA,NA
2,Assam,1965,0,0,15,NA,NA,3900,7350
2,Assam,1966,0,0,14,NA,NA,NA,NA
2,Assam,1967,0,0,16,NA,NA,NA,NA
2,Assam,1968,0,0,17,NA,NA,4810,8650
2,Assam,1969,0,0,17,72.319000244140625,88.65299987792969,5120,9220
2,Assam,1970,0,0,16,72.5780029296875,89.89299774169922,4220,7020
2,Assam,1971,0,0,16,76.819000244140625,95.70099639892578,4240,7300
2,Assam,1972,0,0,14,NA,NA,4820,7960
2,Assam,1973,0,0,16,69.58000183105469,86.1780014038086,5970,9280
2,Assam,1974,0,0,15,86.7020034790039,106.81099700927734,10940,14480
2,Assam,1975,0,0,13,99.14900207519531,120.25900268554688,11680,15470
2,Assam,1976,0,0,17,98.75299835205078,121.06400299072266,13700,17680
2,Assam,1977,0,0,18,103.6729965209961,131.91299438476562,16130,20780
2,Assam,1978,0,0,18,101.27799987792969,126.802001953125,13750,19460
2,Assam,1979,0,0,28,105.82099914550781,130.72799682617188,13390,18460
2,Assam,1980,0,0,18,101.54399871826172,124.4209976196289,9554,14997
2,Assam,1981,0,0,18,99.339996337890625,120.125,13575,19825
2,Assam,1982,0,0,17,95.20800018310547,114.28099822998047,13721,20047
2,Assam,1983,0,0,19,98.4229965209961,119.37999725341797,23161,30170
2,Assam,1984,0,0,18,92.02300262451172,113.36299896240234,37263,47959
2,Assam,1985,0,0,14,96.74299621582031,117.27999877929688,49282,59527
2,Assam,1986,0,0,70,89,109,56421,65390
2,Assam,1987,0,0,23,NA,NA,59872,70213
2,Assam,1988,0,0,21,96,117,43364,53495
2,Assam,1989,0,0,15,NA,NA,80659,92502
2,Assam,1990,0,0,13,NA,NA,105083,118354
2,Assam,1991,0,0,62,NA,NA,79053,92847
2,Assam,1992,0,0,10,NA,NA,71932,87380
2,Assam,1993,0,0,11,NA,NA,73268,89951
2,Assam,1994,0,0,14,101,125,89566,109218
2,Assam,1995,0,0,7,123,149,101161,123417
2,Assam,1996,NA,NA,NA,NA,NA,110203,134602
2,Assam,1997,NA,NA,NA,NA,NA,91279,116262
3,Bihar,1949,0,0,NA,NA,NA,NA,NA
3,Bihar,1950,0,0,NA,NA,NA,NA,NA
3,Bihar,1951,0,0,NA,NA,NA,NA,NA
3,Bihar,1952,0,0,NA,NA,NA,NA,NA
3,Bihar,1953,0,0,NA,NA,NA,NA,NA
3,Bihar,1954,0,0,NA,NA,NA,NA,NA
3,Bihar,1955,0,0,NA,NA,NA,NA,NA
3,Bihar,1956,0,0,106.51399993896484,NA,NA,NA,NA
3,Bihar,1957,0,0,107.84200286865234,NA,NA,NA,NA
3,Bihar,1958,0,0,107.7239990234375,NA,NA,NA,NA
3,Bihar,1959,0,0,110.3290023803711,NA,NA,NA,NA
3,Bihar,1960,0,0,96,NA,NA,6900,9600
3,Bihar,1961,0,0,130,NA,NA,7100,10200
3,Bihar,1962,0,0,143,NA,NA,9000,12800
3,Bihar,1963,0,0,147,NA,NA,9100,13600
3,Bihar,1964,0,0,166,NA,NA,10600,16200
3,Bihar,1965,0,0,171,NA,NA,12200,19000
3,Bihar,1966,0,0,169,NA,NA,14300,22700
3,Bihar,1967,0,0,172,NA,NA,12700,23300
3,Bihar,1968,0,0,172,NA,NA,12900,23900
3,Bihar,1969,0,0,175,198.38099670410156,256.6520080566406,14900,33000
3,Bihar,1970,0,0,183,203.40199279785156,263.60101318359375,16189,22177
3,Bihar,1971,0,0,187,217.66299438476562,277.9779968261719,18336,24601
3,Bihar,1972,0,0,169,NA,NA,17861,24738
3,Bihar,1973,0,0,168,209.23599243164062,273.2510070800781,18836,27055
3,Bihar,1974,0,0,136,225.7239990234375,301.7439880371094,33823,44057
3,Bihar,1975,0,0,129,263.2070007324219,351.4639892578125,43635,53705
3,Bihar,1976,0,0,242,259.92999267578125,347.8699951171875,39281,51175
3,Bihar,1977,0,0,238,274.1610107421875,372.7829895019531,36255,48131
3,Bihar,1978,0,0,241,271.2799987792969,389.8009948730469,48465,60951
3,Bihar,1979,0,0,236,258.7120056152344,352.87200927734375,48421,64112
3,Bihar,1980,0,0,216,285.7560119628906,381.9259948730469,21920,70108
3,Bihar,1981,0,0,225,277.0169982910156,369.4360046386719,63576,118458
3,Bihar,1982,0,0,190,283.4729919433594,372.2099914550781,56958,123545
3,Bihar,1983,0,0,297,278.40899658203125,360.9309997558594,79409,145540
3,Bihar,1984,0,0,238,267.1409912109375,349.67999267578125,104295,178821
3,Bihar,1985,0,0,283,260.87799072265625,343.4169921875,110051,192384
3,Bihar,1986,0,0,348,274,355,99724,187203
3,Bihar,1987,0,0,234,NA,NA,137343,235366
3,Bihar,1988,0,0,268,298,385,196643,311209
3,Bihar,1989,0,0,285,NA,NA,199961,320515
3,Bihar,1990,0,0,292,NA,NA,199411,337220
3,Bihar,1991,0,0,300,NA,NA,229706,380149
3,Bihar,1992,0,0,NA,NA,NA,176189,323008
3,Bihar,1993,0,0,NA,NA,NA,221950,381374
3,Bihar,1994,0,0,NA,264,346,216650,390751
3,Bihar,1995,0,0,NA,250,339,277933,461883
3,Bihar,1996,NA,NA,NA,NA,NA,312399,533033
3,Bihar,1997,NA,NA,NA,NA,NA,332388,573826
